claim_id,evaluation_date,development_month,reserve_estimate,cumulative_paid
CLM-000472,2025-01-11,1,4447.89,2394.58
CLM-000473,2025-01-20,1,1424.55,1158.93
CLM-000474,2025-01-18,1,1017.93,296.27
CLM-000475,2025-01-21,1,832.25,557.48
CLM-000476,2025-01-20,1,12482.66,28064.85
CLM-000477,2025-01-23,1,1822.24,1146.68
CLM-000477,2025-02-22,2,5941.06,2376.83
CLM-000478,2025-01-30,1,175.31,114.13
CLM-000478,2025-03-01,2,116.97,239.51
CLM-000479,2025-02-05,1,6316.12,2736.22
CLM-000480,2025-01-29,1,983.95,942.31
CLM-000481,2025-01-27,1,1281.14,1191.91
CLM-000482,2025-02-08,1,1185.69,1585.61
CLM-000483,2025-02-05,1,900.74,1310.13
CLM-000484,2025-02-09,1,323.15,743.31
CLM-000484,2025-03-11,2,814.17,1427.85
CLM-000485,2025-02-14,1,48365.65,33070.65
CLM-000486,2025-02-10,1,1806.9,780.56
CLM-000487,2025-02-12,1,395.07,177.92
CLM-000488,2025-02-19,1,1625.65,1599.07
CLM-000488,2025-03-21,2,2133.85,3446.42
CLM-000489,2025-02-23,1,1927.05,756.16
CLM-000490,2025-02-16,1,664.89,728.94
CLM-000490,2025-03-18,2,2509.81,1332.08
CLM-000491,2025-02-19,1,255.39,483.06
CLM-000492,2025-02-19,1,1304.47,1946.64
CLM-000492,2025-03-21,2,4783.64,4533.54
CLM-000493,2025-02-25,1,2541.23,1141.49
CLM-000494,2025-02-17,1,282.39,652.9
CLM-000495,2025-03-03,1,2694.08,2270.5
CLM-000496,2025-02-19,1,1725.93,532.34
CLM-000496,2025-03-21,2,694.08,1156.85
CLM-000497,2025-02-21,1,684.34,411.86
CLM-000497,2025-03-23,2,1532.33,858.1
CLM-000498,2025-02-22,1,1916.73,1460.0
CLM-000499,2025-02-23,1,524.24,0.0
CLM-000499,2025-03-25,2,524.24,0.0
CLM-000499,2025-04-24,3,4677.13,3511.87
CLM-000499,2025-05-24,4,4773.11,4708.53
CLM-000499,2025-06-23,5,5194.1,6046.82
CLM-000499,2025-07-23,6,8069.18,7092.21
CLM-000499,2025-08-22,7,9163.99,7839.91
CLM-000499,2025-09-21,8,10229.77,9059.44
CLM-000499,2025-10-21,9,10755.01,9174.09
CLM-000499,2025-11-20,10,10361.95,9554.61
CLM-000499,2025-12-20,11,10769.06,10075.99
CLM-000499,2026-01-19,12,10449.04,10164.55
CLM-000499,2026-02-18,13,10577.43,9631.45
CLM-000499,2026-03-20,14,10819.46,9206.43
CLM-000499,2026-04-19,15,9977.85,10333.38
CLM-000499,2026-05-19,16,10496.47,8978.46
CLM-000499,2026-06-18,17,10560.05,9564.51
CLM-000499,2026-07-18,18,10876.21,9767.35
CLM-000499,2026-08-17,19,10492.37,10245.08
CLM-000500,2025-02-25,1,509.06,1214.06
CLM-000501,2025-03-01,1,7692.12,8660.74
CLM-000501,2025-03-31,2,3535.2,17004.93
CLM-000502,2025-02-28,1,140.38,0.0
CLM-000502,2025-03-30,2,383.96,0.0
CLM-000502,2025-04-29,3,780.01,952.4
CLM-000502,2025-05-29,4,1461.9,1230.8
CLM-000502,2025-06-28,5,2045.84,1635.72
CLM-000502,2025-07-28,6,2038.15,2032.18
CLM-000502,2025-08-27,7,2521.44,2397.41
CLM-000502,2025-09-26,8,2801.63,2766.63
CLM-000502,2025-10-26,9,2777.78,2707.29
CLM-000502,2025-11-25,10,2776.35,2499.64
CLM-000502,2025-12-25,11,2854.04,2485.97
CLM-000502,2026-01-24,12,2722.64,2458.11
CLM-000502,2026-02-23,13,2860.28,2459.45
CLM-000502,2026-03-25,14,2774.35,2572.14
CLM-000502,2026-04-24,15,2806.56,2653.16
CLM-000502,2026-05-24,16,2898.48,2640.03
CLM-000502,2026-06-23,17,2747.09,2777.67
CLM-000502,2026-07-23,18,2724.08,2404.96
CLM-000503,2025-03-01,1,602.83,433.71
CLM-000504,2025-02-24,1,701.21,1701.83
CLM-000505,2025-02-27,1,1299.27,0.0
CLM-000505,2025-03-29,2,1246.86,0.0
CLM-000505,2025-04-28,3,2538.44,1567.39
CLM-000505,2025-05-28,4,1628.74,2093.33
CLM-000505,2025-06-27,5,2697.28,2444.39
CLM-000505,2025-07-27,6,2845.09,3035.05
CLM-000505,2025-08-26,7,3647.3,3613.13
CLM-000505,2025-09-25,8,4262.34,3666.73
CLM-000505,2025-10-25,9,4335.41,3812.65
CLM-000505,2025-11-24,10,4381.55,4242.55
CLM-000505,2025-12-24,11,4217.1,3912.82
CLM-000505,2026-01-23,12,4290.67,4214.46
CLM-000505,2026-02-22,13,4411.06,3909.09
CLM-000505,2026-03-24,14,4316.52,3629.74
CLM-000505,2026-04-23,15,4186.12,3624.26
CLM-000505,2026-05-23,16,4139.72,4182.67
CLM-000505,2026-06-22,17,4305.92,4225.53
CLM-000505,2026-07-22,18,4444.96,3629.44
CLM-000506,2025-03-07,1,743.46,997.34
CLM-000507,2025-03-06,1,881.62,2028.96
CLM-000508,2025-03-14,1,486.27,444.39
CLM-000509,2025-03-11,1,594.11,0.0
CLM-000509,2025-04-10,2,1536.53,0.0
CLM-000509,2025-05-10,3,888.09,1025.69
CLM-000509,2025-06-09,4,1417.69,1438.89
CLM-000509,2025-07-09,5,1848.19,1702.03
CLM-000509,2025-08-08,6,2437.43,2020.88
CLM-000509,2025-09-07,7,2878.42,2655.21
CLM-000509,2025-10-07,8,3134.15,3091.29
CLM-000509,2025-11-06,9,3085.08,2696.66
CLM-000509,2025-12-06,10,3198.23,3055.8
CLM-000509,2026-01-05,11,3072.65,2882.25
CLM-000509,2026-02-04,12,3124.09,3133.26
CLM-000509,2026-03-06,13,3147.2,2939.58
CLM-000509,2026-04-05,14,3123.58,2800.78
CLM-000509,2026-05-05,15,3053.26,2982.9
CLM-000509,2026-06-04,16,3237.89,2779.69
CLM-000509,2026-07-04,17,3179.0,3026.71
CLM-000509,2026-08-03,18,3048.88,3120.45
CLM-000510,2025-03-08,1,361.66,110.84
CLM-000510,2025-04-07,2,445.84,254.66
CLM-000511,2025-03-13,1,1302.43,507.82
CLM-000512,2025-03-14,1,220.12,476.29
CLM-000512,2025-04-13,2,1247.15,1012.13
CLM-000513,2025-03-19,1,815.56,759.67
CLM-000514,2025-03-25,1,194.32,70.53
CLM-000515,2025-03-15,1,204.56,0.0
CLM-000515,2025-04-14,2,610.01,0.0
CLM-000515,2025-05-14,3,2022.11,1507.9
CLM-000515,2025-06-13,4,1735.97,1804.18
CLM-000515,2025-07-13,5,2475.62,2189.08
CLM-000515,2025-08-12,6,3026.5,2714.54
CLM-000515,2025-09-11,7,3891.97,3372.4
CLM-000515,2025-10-11,8,4027.79,3554.99
CLM-000515,2025-11-10,9,4109.09,3680.82
CLM-000515,2025-12-10,10,3983.08,3532.98
CLM-000515,2026-01-09,11,4163.75,3548.3
CLM-000515,2026-02-08,12,4142.38,3665.08
CLM-000515,2026-03-10,13,4116.82,3870.25
CLM-000515,2026-04-09,14,4088.76,3983.0
CLM-000515,2026-05-09,15,4182.44,3723.88
CLM-000515,2026-06-08,16,4104.72,3882.51
CLM-000515,2026-07-08,17,4104.53,4042.17
CLM-000515,2026-08-07,18,4203.34,3641.49
CLM-000516,2025-03-20,1,1090.82,1256.35
CLM-000517,2025-03-27,1,4482.18,0.0
CLM-000517,2025-04-26,2,5907.81,0.0
CLM-000517,2025-05-26,3,10997.29,12751.92
CLM-000517,2025-06-25,4,25147.44,16519.7
CLM-000517,2025-07-25,5,25954.36,22974.2
CLM-000517,2025-08-24,6,31192.48,25199.71
CLM-000517,2025-09-23,7,35014.14,30438.85
CLM-000517,2025-10-23,8,37723.39,36060.53
CLM-000517,2025-11-22,9,39141.35,35299.21
CLM-000517,2025-12-22,10,37902.69,37203.23
CLM-000517,2026-01-21,11,38140.92,37905.21
CLM-000517,2026-02-20,12,38166.74,32879.44
CLM-000517,2026-03-22,13,39166.14,36472.97
CLM-000517,2026-04-21,14,38754.07,32446.47
CLM-000517,2026-05-21,15,38377.18,33148.03
CLM-000517,2026-06-20,16,37655.64,33604.27
CLM-000517,2026-07-20,17,37847.62,35588.24
CLM-000518,2025-03-27,1,2754.94,982.07
CLM-000518,2025-04-26,2,3103.3,2137.13
CLM-000519,2025-03-30,1,159.11,350.08
CLM-000520,2025-04-08,1,676.75,0.0
CLM-000520,2025-05-08,2,1870.45,0.0
CLM-000520,2025-06-07,3,6455.5,5070.14
CLM-000520,2025-07-07,4,3928.05,6725.16
CLM-000520,2025-08-06,5,7366.86,8060.04
CLM-000520,2025-09-05,6,10929.79,9752.94
CLM-000520,2025-10-05,7,12758.43,11801.27
CLM-000520,2025-11-04,8,13715.89,12092.1
CLM-000520,2025-12-04,9,13941.89,11531.23
CLM-000520,2026-01-03,10,13723.08,11925.71
CLM-000520,2026-02-02,11,13480.17,11652.93
CLM-000520,2026-03-04,12,13454.08,12970.06
CLM-000520,2026-04-03,13,13742.58,12042.73
CLM-000520,2026-05-03,14,13672.57,12511.69
CLM-000520,2026-06-02,15,13546.49,13399.83
CLM-000520,2026-07-02,16,13756.1,13375.15
CLM-000520,2026-08-01,17,12881.95,12869.06
CLM-000521,2025-04-13,1,402.51,916.26
CLM-000522,2025-04-10,1,1934.99,1751.34
CLM-000522,2025-05-10,2,3911.31,3245.69
CLM-000523,2025-04-09,1,277.42,512.12
CLM-000523,2025-05-09,2,1648.54,1056.15
CLM-000523,2025-06-08,3,1626.61,1441.86
CLM-000524,2025-04-15,1,3397.36,2633.61
CLM-000525,2025-04-16,1,638.81,494.4
CLM-000525,2025-05-16,2,926.96,1073.75
CLM-000526,2025-04-16,1,5575.91,1715.18
CLM-000527,2025-04-19,1,459.47,264.08
CLM-000528,2025-04-22,1,38.85,50.36
CLM-000529,2025-04-18,1,109.66,240.1
CLM-000530,2025-04-24,1,439.25,401.07
CLM-000531,2025-04-19,1,190.8,0.0
CLM-000531,2025-05-19,2,287.69,0.0
CLM-000531,2025-06-18,3,1843.97,1271.6
CLM-000531,2025-07-18,4,2258.71,1635.12
CLM-000531,2025-08-17,5,1957.57,2279.6
CLM-000531,2025-09-16,6,2566.38,2623.97
CLM-000531,2025-10-16,7,3046.95,2940.73
CLM-000531,2025-11-15,8,3785.8,3590.22
CLM-000531,2025-12-15,9,3758.47,3453.08
CLM-000531,2026-01-14,10,3880.1,3557.93
CLM-000531,2026-02-13,11,3781.11,3720.28
CLM-000531,2026-03-15,12,3915.84,3804.19
CLM-000531,2026-04-14,13,3871.79,3807.24
CLM-000531,2026-05-14,14,3702.25,3525.2
CLM-000531,2026-06-13,15,3891.94,3503.53
CLM-000531,2026-07-13,16,3796.58,3639.5
CLM-000531,2026-08-12,17,3726.66,3255.29
CLM-000532,2025-05-07,1,210.72,485.38
CLM-000533,2025-05-02,1,543.46,350.85
CLM-000534,2025-04-30,1,49.73,55.31
CLM-000535,2025-04-30,1,490.76,1124.57
CLM-000535,2025-05-30,2,3382.81,2113.43
CLM-000535,2025-06-29,3,3305.63,3494.19
CLM-000536,2025-05-07,1,7012.88,4066.49
CLM-000537,2025-05-07,1,312.67,750.85
CLM-000538,2025-05-08,1,367.51,108.04
CLM-000538,2025-06-07,2,471.01,201.78
CLM-000538,2025-07-07,3,515.98,318.08
CLM-000539,2025-05-15,1,272.51,0.0
CLM-000539,2025-06-14,2,345.12,0.0
CLM-000539,2025-07-14,3,1710.51,1880.52
CLM-000539,2025-08-13,4,2285.35,2282.25
CLM-000539,2025-09-12,5,3368.31,3041.22
CLM-000539,2025-10-12,6,3922.42,3755.6
CLM-000539,2025-11-11,7,4345.73,4080.86
CLM-000539,2025-12-11,8,5288.35,4808.51
CLM-000539,2026-01-10,9,5370.47,4945.66
CLM-000539,2026-02-09,10,5023.6,4467.59
CLM-000539,2026-03-11,11,5101.81,4383.38
CLM-000539,2026-04-10,12,4893.92,4521.67
CLM-000539,2026-05-10,13,5221.21,4754.48
CLM-000539,2026-06-09,14,5071.09,4407.94
CLM-000539,2026-07-09,15,4984.21,4456.18
CLM-000539,2026-08-08,16,4933.31,4872.83
CLM-000540,2025-05-13,1,260.71,624.98
CLM-000540,2025-06-12,2,686.91,1211.83
CLM-000540,2025-07-12,3,2234.24,1938.89
CLM-000541,2025-05-14,1,247.48,542.07
CLM-000541,2025-06-13,2,916.77,1125.72
CLM-000542,2025-05-19,1,174.81,405.78
CLM-000543,2025-05-17,1,684.85,336.36
CLM-000544,2025-05-18,1,7705.12,3051.18
CLM-000545,2025-05-23,1,1842.18,961.39
CLM-000546,2025-05-19,1,186.81,0.0
CLM-000546,2025-06-18,2,1409.93,0.0
CLM-000546,2025-07-18,3,1705.27,1217.29
CLM-000546,2025-08-17,4,1825.69,1612.27
CLM-000546,2025-09-16,5,2615.14,2136.48
CLM-000546,2025-10-16,6,2919.2,2495.63
CLM-000546,2025-11-15,7,3396.97,3128.59
CLM-000546,2025-12-15,8,3803.77,3480.2
CLM-000546,2026-01-14,9,3732.1,3385.73
CLM-000546,2026-02-13,10,3745.59,3528.13
CLM-000546,2026-03-15,11,3841.35,3276.14
CLM-000546,2026-04-14,12,3708.84,3238.58
CLM-000546,2026-05-14,13,3930.99,3261.13
CLM-000546,2026-06-13,14,3762.03,3429.33
CLM-000546,2026-07-13,15,3664.61,3370.85
CLM-000546,2026-08-12,16,3729.97,3447.62
CLM-000547,2025-06-11,1,1625.57,575.41
CLM-000548,2025-05-20,1,331.62,669.17
CLM-000549,2025-05-22,1,2226.4,1208.38
CLM-000549,2025-06-21,2,3958.42,2398.57
CLM-000550,2025-05-26,1,367.64,852.12
CLM-000550,2025-06-25,2,2096.46,1615.32
CLM-000551,2025-05-26,1,3739.87,1351.07
CLM-000551,2025-06-25,2,4441.5,2935.88
CLM-000551,2025-07-25,3,3846.71,4274.67
CLM-000552,2025-05-28,1,2368.93,1522.77
CLM-000552,2025-06-27,2,4684.82,3131.92
CLM-000553,2025-06-05,1,1196.9,0.0
CLM-000553,2025-07-05,2,1262.51,0.0
CLM-000553,2025-08-04,3,2144.39,2035.67
CLM-000553,2025-09-03,4,2459.83,2655.23
CLM-000553,2025-10-03,5,2976.61,3461.19
CLM-000553,2025-11-02,6,4491.05,4163.76
CLM-000553,2025-12-02,7,5026.35,4877.64
CLM-000553,2026-01-01,8,5844.02,5226.14
CLM-000553,2026-01-31,9,5840.99,5357.08
CLM-000553,2026-03-02,10,5786.57,5316.68
CLM-000553,2026-04-01,11,5739.67,5740.72
CLM-000553,2026-05-01,12,5741.7,5679.03
CLM-000553,2026-05-31,13,6008.07,5228.57
CLM-000553,2026-06-30,14,5715.88,5167.88
CLM-000553,2026-07-30,15,5694.41,5580.01
CLM-000554,2025-06-09,1,1204.31,892.82
CLM-000554,2025-07-09,2,1613.06,1678.59
CLM-000555,2025-06-10,1,116.67,269.53
CLM-000556,2025-06-14,1,3737.98,1409.73
CLM-000557,2025-06-12,1,1335.82,2969.35
CLM-000558,2025-06-11,1,2304.81,1118.22
CLM-000559,2025-06-20,1,4275.01,1186.06
CLM-000559,2025-07-20,2,3604.96,2290.85
CLM-000560,2025-06-25,1,615.29,477.69
CLM-000560,2025-07-25,2,1505.42,1060.79
CLM-000561,2025-06-21,1,562.77,484.28
CLM-000561,2025-07-21,2,896.83,925.04
CLM-000561,2025-08-20,3,1566.51,1482.79
CLM-000562,2025-06-25,1,760.18,428.1
CLM-000562,2025-07-25,2,568.43,914.81
CLM-000563,2025-06-20,1,603.85,693.99
CLM-000564,2025-06-22,1,1939.2,702.91
CLM-000564,2025-07-22,2,1998.98,1284.3
CLM-000564,2025-08-21,3,1893.46,2090.42
CLM-000565,2025-06-27,1,1759.48,713.57
CLM-000566,2025-07-04,1,11675.84,8114.2
CLM-000567,2025-07-06,1,2452.06,6108.32
CLM-000568,2025-07-02,1,3206.05,7472.03
CLM-000568,2025-08-01,2,16558.22,14080.3
CLM-000568,2025-08-31,3,16748.93,22506.83
CLM-000569,2025-07-09,1,4223.6,1437.1
CLM-000570,2025-07-07,1,274.14,597.47
CLM-000570,2025-08-06,2,2416.61,1333.99
CLM-000571,2025-07-09,1,752.18,404.53
CLM-000571,2025-08-08,2,774.84,860.26
CLM-000572,2025-07-09,1,57.2,137.85
CLM-000572,2025-08-08,2,57.2,265.91
CLM-000573,2025-07-10,1,197.88,0.0
CLM-000573,2025-08-09,2,954.35,0.0
CLM-000573,2025-09-08,3,1544.6,1341.72
CLM-000573,2025-10-08,4,2185.85,1908.67
CLM-000573,2025-11-07,5,2492.85,2336.78
CLM-000573,2025-12-07,6,3209.87,2538.13
CLM-000573,2026-01-06,7,3415.67,2999.09
CLM-000573,2026-02-05,8,3972.45,3779.32
CLM-000573,2026-03-07,9,3833.06,3845.51
CLM-000573,2026-04-06,10,4094.0,3956.94
CLM-000573,2026-05-06,11,3994.8,3611.51
CLM-000573,2026-06-05,12,3974.85,3505.78
CLM-000573,2026-07-05,13,4096.64,3509.77
CLM-000573,2026-08-04,14,3989.69,3780.67
CLM-000574,2025-07-11,1,447.89,167.2
CLM-000575,2025-07-13,1,8.47,21.06
CLM-000576,2025-07-16,1,1498.54,706.27
CLM-000577,2025-07-22,1,102.77,54.66
CLM-000577,2025-08-21,2,51.56,120.44
CLM-000578,2025-07-15,1,716.6,569.5
CLM-000579,2025-07-21,1,1075.45,656.95
CLM-000580,2025-07-18,1,2310.41,2021.21
CLM-000581,2025-07-18,1,14372.7,8799.87
CLM-000581,2025-08-17,2,18739.11,17375.43
CLM-000582,2025-07-20,1,608.71,686.21
CLM-000583,2025-07-22,1,2478.31,5421.92
CLM-000583,2025-08-21,2,8624.41,12382.71
CLM-000584,2025-07-30,1,1911.25,782.95
CLM-000585,2025-08-01,1,1320.23,757.4
CLM-000586,2025-07-30,1,328.27,760.56
CLM-000587,2025-08-03,1,291.23,705.32
CLM-000588,2025-08-05,1,818.31,878.26
CLM-000588,2025-09-04,2,2249.74,1697.62
CLM-000589,2025-08-09,1,44.04,107.86
CLM-000590,2025-08-05,1,73.69,171.86
CLM-000591,2025-07-30,1,1130.99,1158.45
CLM-000591,2025-08-29,2,1231.1,2193.85
CLM-000591,2025-09-28,3,5100.4,3084.35
CLM-000592,2025-08-01,1,105.65,259.48
CLM-000592,2025-08-31,2,105.65,514.71
CLM-000593,2025-08-04,1,389.91,810.32
CLM-000593,2025-09-03,2,1474.36,1672.72
CLM-000594,2025-08-06,1,374.97,181.04
CLM-000595,2025-08-04,1,1307.93,551.43
CLM-000596,2025-08-07,1,920.33,305.6
CLM-000597,2025-08-07,1,1533.04,609.0
CLM-000598,2025-08-08,1,940.34,1072.68
CLM-000598,2025-09-07,2,1963.48,2332.01
CLM-000599,2025-08-08,1,1439.25,0.0
CLM-000599,2025-09-07,2,934.61,0.0
CLM-000599,2025-10-07,3,685.24,890.97
CLM-000599,2025-11-06,4,1549.23,1200.96
CLM-000599,2025-12-06,5,1824.03,1393.41
CLM-000599,2026-01-05,6,1972.27,1588.53
CLM-000599,2026-02-04,7,2183.92,2019.11
CLM-000599,2026-03-06,8,2466.8,2295.6
CLM-000599,2026-04-05,9,2423.83,2192.27
CLM-000599,2026-05-05,10,2462.09,2250.55
CLM-000599,2026-06-04,11,2500.32,2110.75
CLM-000599,2026-07-04,12,2502.36,2361.24
CLM-000599,2026-08-03,13,2455.03,2394.63
CLM-000600,2025-08-15,1,1648.09,338.75
CLM-000601,2025-08-16,1,184.65,152.66
CLM-000602,2025-08-13,1,1587.49,466.95
CLM-000602,2025-09-12,2,1219.57,872.54
CLM-000602,2025-10-12,3,2039.87,1408.26
CLM-000603,2025-08-13,1,808.87,1994.96
CLM-000604,2025-08-20,1,1145.1,718.5
CLM-000605,2025-08-18,1,1417.5,1303.13
CLM-000606,2025-08-16,1,3116.11,1327.49
CLM-000606,2025-09-15,2,4117.05,2458.42
CLM-000607,2025-08-22,1,68.02,169.83
CLM-000608,2025-08-23,1,1633.85,647.91
CLM-000609,2025-08-17,1,391.58,910.35
CLM-000610,2025-08-18,1,2480.96,2807.04
CLM-000611,2025-08-23,1,201.64,216.26
CLM-000612,2025-08-24,1,15736.18,5194.39
CLM-000613,2025-08-27,1,2286.23,521.28
CLM-000614,2025-08-24,1,549.46,435.1
CLM-000615,2025-08-26,1,4028.63,1216.28
CLM-000616,2025-08-26,1,134.67,109.26
CLM-000616,2025-09-25,2,48.58,224.52
CLM-000616,2025-10-25,3,422.01,333.1
CLM-000617,2025-09-01,1,2423.39,5712.16
CLM-000618,2025-09-08,1,241.41,230.91
CLM-000619,2025-08-29,1,11692.09,8770.11
CLM-000619,2025-09-28,2,14583.52,16565.98
CLM-000619,2025-10-28,3,32145.29,25580.22
CLM-000620,2025-08-26,1,1255.95,791.27
CLM-000620,2025-09-25,2,1361.59,1489.25
CLM-000621,2025-09-06,1,220.29,519.43
CLM-000622,2025-09-11,1,332.24,139.39
CLM-000622,2025-10-11,2,139.28,297.68
CLM-000623,2025-09-09,1,3531.36,2765.2
CLM-000623,2025-10-09,2,12576.33,5223.58
CLM-000623,2025-11-08,3,4716.56,8484.29
CLM-000624,2025-09-21,1,3828.9,1161.08
CLM-000624,2025-10-21,2,3341.41,2221.2
CLM-000624,2025-11-20,3,2810.0,3551.42
CLM-000625,2025-09-15,1,96.86,218.31
CLM-000626,2025-09-19,1,264.4,127.13
CLM-000627,2025-09-27,1,3704.28,1316.96
CLM-000628,2025-09-24,1,445.5,322.63
CLM-000629,2025-09-30,1,480.34,586.9
CLM-000629,2025-10-30,2,968.6,1186.24
CLM-000630,2025-09-27,1,59.03,71.07
CLM-000630,2025-10-27,2,129.74,147.8
CLM-000630,2025-11-26,3,130.41,243.12
CLM-000631,2025-10-03,1,140.76,346.83
CLM-000632,2025-10-01,1,1168.86,1335.99
CLM-000632,2025-10-31,2,3672.61,2946.16
CLM-000633,2025-10-02,1,1769.66,618.34
CLM-000633,2025-11-01,2,1002.39,1189.56
CLM-000634,2025-09-30,1,6293.12,3968.22
CLM-000635,2025-10-02,1,542.01,1186.95
CLM-000635,2025-11-01,2,4257.33,2523.86
CLM-000636,2025-10-09,1,5548.49,2131.07
CLM-000637,2025-10-06,1,3043.09,1758.35
CLM-000638,2025-10-05,1,385.04,176.62
CLM-000639,2025-10-08,1,3043.5,1629.96
CLM-000639,2025-11-07,2,4004.78,3119.22
CLM-000640,2025-10-10,1,13646.02,7156.89
CLM-000641,2025-10-08,1,1765.82,807.05
CLM-000642,2025-10-26,1,279.06,603.85
CLM-000643,2025-10-23,1,248.83,613.0
CLM-000644,2025-10-18,1,476.92,1125.11
CLM-000645,2025-10-20,1,3001.0,1416.4
CLM-000646,2025-10-24,1,245.8,235.82
CLM-000646,2025-11-23,2,697.37,503.35
CLM-000646,2025-12-23,3,888.79,759.23
CLM-000647,2025-10-20,1,1787.11,2478.8
CLM-000648,2025-11-01,1,66.81,154.07
CLM-000648,2025-12-01,2,238.81,299.73
CLM-000648,2025-12-31,3,875.9,435.12
CLM-000649,2025-11-02,1,3042.29,0.0
CLM-000649,2025-12-02,2,1517.66,0.0
CLM-000649,2026-01-01,3,6054.1,4984.11
CLM-000649,2026-01-31,4,9166.6,6119.71
CLM-000649,2026-03-02,5,9219.77,7318.19
CLM-000649,2026-04-01,6,11327.75,9875.04
CLM-000649,2026-05-01,7,11753.48,11591.97
CLM-000649,2026-05-31,8,13811.39,13056.55
CLM-000649,2026-06-30,9,13618.84,12580.82
CLM-000649,2026-07-30,10,13756.66,12210.4
CLM-000650,2025-10-30,1,113.83,259.3
CLM-000650,2025-11-29,2,700.08,530.33
CLM-000650,2025-12-29,3,1140.38,767.09
CLM-000651,2025-11-05,1,873.32,666.59
CLM-000652,2025-10-29,1,454.01,292.47
CLM-000652,2025-11-28,2,1569.16,633.48
CLM-000653,2025-10-29,1,1617.97,712.25
CLM-000654,2025-11-01,1,383.84,891.28
CLM-000655,2025-11-06,1,312.43,141.76
CLM-000656,2025-11-03,1,790.81,357.12
CLM-000657,2025-11-05,1,73.24,0.0
CLM-000657,2025-12-05,2,47.38,0.0
CLM-000657,2026-01-04,3,84.85,120.55
CLM-000657,2026-02-03,4,183.2,155.86
CLM-000657,2026-03-05,5,196.49,195.41
CLM-000657,2026-04-04,6,233.88,242.2
CLM-000657,2026-05-04,7,305.84,277.49
CLM-000657,2026-06-03,8,320.85,311.72
CLM-000657,2026-07-03,9,311.2,284.13
CLM-000657,2026-08-02,10,318.79,287.27
CLM-000658,2025-11-08,1,935.04,2020.63
CLM-000659,2025-11-08,1,1249.95,754.5
CLM-000659,2025-12-08,2,1555.19,1380.69
CLM-000660,2025-11-15,1,1478.91,478.83
CLM-000661,2025-11-14,1,192.81,444.01
CLM-000661,2025-12-14,2,1598.93,866.83
CLM-000661,2026-01-13,3,1936.35,1287.0
CLM-000661,2026-02-12,4,1876.73,1836.24
CLM-000662,2025-11-12,1,105.5,82.25
CLM-000663,2025-11-14,1,2085.15,687.48
CLM-000664,2025-11-15,1,367.45,578.65
CLM-000665,2025-11-13,1,1969.5,964.55
CLM-000666,2025-11-17,1,153.9,327.39
CLM-000667,2025-11-18,1,626.89,0.0
CLM-000667,2025-12-18,2,2099.42,0.0
CLM-000667,2026-01-17,3,3983.42,4056.72
CLM-000667,2026-02-16,4,5772.93,5016.87
CLM-000667,2026-03-18,5,7611.61,6579.79
CLM-000667,2026-04-17,6,8960.16,7504.39
CLM-000667,2026-05-17,7,10024.48,8891.61
CLM-000667,2026-06-16,8,11108.98,10227.16
CLM-000667,2026-07-16,9,11218.22,9918.19
CLM-000667,2026-08-15,10,10986.67,10616.86
CLM-000668,2025-11-19,1,345.15,763.02
CLM-000669,2025-11-23,1,3725.13,1114.96
CLM-000670,2025-11-24,1,812.56,1282.87
CLM-000670,2025-12-24,2,4407.67,2723.26
CLM-000671,2025-11-24,1,75.76,176.93
CLM-000672,2025-11-24,1,2389.86,2533.87
CLM-000673,2025-12-01,1,1377.78,571.58
CLM-000674,2025-12-03,1,1601.85,2098.57
CLM-000675,2025-11-26,1,401.09,444.95
CLM-000676,2025-11-29,1,1798.91,767.11
CLM-000676,2025-12-29,2,2041.75,1597.38
CLM-000677,2025-12-06,1,492.34,159.3
CLM-000678,2025-12-04,1,1696.71,1267.92
CLM-000679,2025-12-02,1,89.68,190.78
CLM-000679,2026-01-01,2,540.8,399.13
CLM-000680,2025-12-05,1,1085.95,929.59
CLM-000681,2025-12-09,1,9146.8,3864.73
CLM-000682,2025-12-05,1,271.1,331.71
CLM-000682,2026-01-04,2,406.25,600.97
CLM-000682,2026-02-03,3,666.45,863.73
CLM-000682,2026-03-05,4,1098.96,1195.02
CLM-000683,2025-12-17,1,1933.38,2000.03
CLM-000683,2026-01-16,2,4276.11,4120.85
CLM-000684,2025-12-14,1,4534.77,2410.18
CLM-000685,2025-12-17,1,2358.82,755.81
CLM-000685,2026-01-16,2,2770.51,1572.58
CLM-000685,2026-02-15,3,3359.39,2632.21
CLM-000686,2025-12-09,1,1550.98,657.01
CLM-000687,2025-12-14,1,594.47,485.3
CLM-000687,2026-01-13,2,911.82,1107.46
CLM-000688,2025-12-12,1,1231.7,1032.42
CLM-000688,2026-01-11,2,2239.34,2264.54
CLM-000689,2025-12-17,1,846.49,1878.41
CLM-000689,2026-01-16,2,1605.53,4229.27
CLM-000690,2025-12-13,1,1940.04,544.07
CLM-000690,2026-01-12,2,1064.44,1039.07
CLM-000691,2025-12-15,1,325.34,336.59
CLM-000692,2025-12-15,1,19.81,42.9
CLM-000692,2026-01-14,2,81.23,84.67
CLM-000693,2025-12-26,1,173.72,311.17
CLM-000694,2025-12-18,1,1325.61,3263.52
CLM-000695,2025-12-27,1,1174.45,307.44
CLM-000696,2025-12-23,1,1187.39,699.7
CLM-000697,2025-12-26,1,3769.32,2910.2
