claim_id,policy_id,date_of_loss,date_reported,cause_of_loss,claim_status,is_catastrophe_flag,storm_id,reported_severity,settlement_date
CLM-002290,GC-001457,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,18371.17,
CLM-002291,GC-002413,2026-07-18,2026-07-18,Wind + Flood,Open,Y,MARISOL2026,39836.58,
CLM-002292,GC-002415,2026-07-18,2026-07-19,Wind,Closed,Y,MARISOL2026,25097.33,2026-08-11
CLM-002293,GC-002416,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,298314.14,
CLM-002294,GC-002418,2026-07-18,2026-08-08,Wind + Flood,Open,Y,MARISOL2026,24943.99,
CLM-002295,GC-002420,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,2754.83,
CLM-002296,GC-002421,2026-07-18,2026-07-29,Flood/Storm Surge,Open,Y,MARISOL2026,49339.86,
CLM-002297,GC-002408,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,105458.76,
CLM-002298,GC-002429,2026-07-18,2026-07-30,Wind,Open,Y,MARISOL2026,45360.26,
CLM-002299,GC-002433,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,17102.27,
CLM-002300,GC-002436,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,13231.15,
CLM-002301,GC-002441,2026-07-18,2026-07-31,Flood/Storm Surge,Open,Y,MARISOL2026,13302.91,
CLM-002302,GC-002442,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,43981.25,
CLM-002303,GC-002443,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,49494.1,
CLM-002304,GC-002444,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,23481.64,
CLM-002305,GC-002430,2026-07-18,2026-08-05,Flood/Storm Surge,Open,Y,MARISOL2026,20377.04,
CLM-002306,GC-002407,2026-07-18,2026-08-05,Wind + Flood,Open,Y,MARISOL2026,76986.38,
CLM-002307,GC-002404,2026-07-18,2026-08-03,Flood/Storm Surge,Open,Y,MARISOL2026,36305.22,
CLM-002308,GC-002403,2026-07-18,2026-07-20,Flood/Storm Surge,Open,Y,MARISOL2026,32503.13,
CLM-002309,GC-002367,2026-07-18,2026-08-04,Wind,Open,Y,MARISOL2026,168628.99,
CLM-002310,GC-002371,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,14801.01,
CLM-002311,GC-002372,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,49167.01,
CLM-002312,GC-002373,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,19664.22,
CLM-002313,GC-002374,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,30804.43,
CLM-002314,GC-002382,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,109805.25,
CLM-002315,GC-002385,2026-07-18,2026-08-06,Wind,Open,Y,MARISOL2026,53533.75,
CLM-002316,GC-002389,2026-07-18,2026-08-02,Wind,Open,Y,MARISOL2026,35695.86,
CLM-002317,GC-002390,2026-07-18,2026-08-05,Wind + Flood,Open,Y,MARISOL2026,39105.32,
CLM-002318,GC-002393,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,23189.54,
CLM-002319,GC-002394,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,64282.29,
CLM-002320,GC-002395,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,18483.5,
CLM-002321,GC-002396,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,10008.11,
CLM-002322,GC-002397,2026-07-18,2026-07-27,Wind + Flood,Open,Y,MARISOL2026,200512.91,
CLM-002323,GC-002402,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,5769.68,
CLM-002324,GC-002445,2026-07-18,2026-07-25,Wind,Closed,Y,MARISOL2026,59000.78,2026-07-21
CLM-002325,GC-002365,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,24114.25,
CLM-002326,GC-002447,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,7857.53,
CLM-002327,GC-002454,2026-07-18,2026-08-06,Wind,Open,Y,MARISOL2026,78229.89,
CLM-002328,GC-002513,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,78009.53,
CLM-002329,GC-002517,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,24488.1,
CLM-002330,GC-002518,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,42482.06,
CLM-002331,GC-002519,2026-07-18,2026-07-29,Wind + Flood,Open,Y,MARISOL2026,31721.14,
CLM-002332,GC-002520,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,32955.86,
CLM-002333,GC-002521,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,38953.93,
CLM-002334,GC-002508,2026-07-18,2026-08-06,Wind,Open,Y,MARISOL2026,33820.19,
CLM-002335,GC-002522,2026-07-18,2026-08-08,,Open,Y,MARISOL2026,19793.34,
CLM-002336,GC-002532,2026-07-18,2026-07-31,Wind,Closed,Y,MARISOL2026,70817.94,2026-08-16
CLM-002337,GC-002533,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,781649.55,
CLM-002338,GC-002534,2026-07-18,2026-07-24,Flood/Storm Surge,Closed,Y,MARISOL2026,21202.29,2026-08-14
CLM-002339,GC-002537,2026-07-18,2026-08-10,Wind + Flood,Open,Y,MARISOL2026,32511.67,
CLM-002340,GC-002539,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,25293.96,
CLM-002341,GC-002545,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,245385.1,
CLM-002342,GC-002531,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,79547.33,
CLM-002343,GC-002505,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,28470.82,
CLM-002344,GC-002504,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,11225.36,
CLM-002345,GC-002500,2026-07-18,2026-07-26,Wind + Flood,Closed,Y,MARISOL2026,26997.39,2026-08-03
CLM-002346,GC-002456,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,104916.53,
CLM-002347,GC-002462,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,26131.55,
CLM-002348,GC-002467,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,27428.16,
CLM-002349,GC-002469,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,45041.79,
CLM-002350,GC-002472,2026-07-18,2026-07-20,Flood/Storm Surge,Open,Y,MARISOL2026,24959.36,
CLM-002351,GC-002476,2026-07-18,2026-07-19,Wind + Flood,Open,Y,MARISOL2026,14795.8,
CLM-002352,GC-002477,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,173000.73,
CLM-002353,GC-002480,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,117261.93,
CLM-002354,GC-002481,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,3645.71,
CLM-002355,GC-002482,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,260274.29,
CLM-002356,GC-002484,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,73295.25,
CLM-002357,GC-002489,2026-07-18,2026-08-14,Wind + Flood,Open,Y,MARISOL2026,62237.05,
CLM-002358,GC-002490,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,52288.94,
CLM-002359,GC-002494,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,15796.22,
CLM-002360,GC-002497,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,59449.11,
CLM-002361,GC-002448,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,25284.02,
CLM-002362,GC-002546,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,11912.08,
CLM-002363,GC-002364,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,49983.71,
CLM-002364,GC-002357,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,77139.43,
CLM-002365,GC-002230,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,763455.0,
CLM-002366,GC-002234,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,11278.66,
CLM-002367,GC-002235,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,20068.97,
CLM-002368,GC-002236,2026-07-18,2026-07-29,Flood/Storm Surge,Open,Y,MARISOL2026,9847.22,
CLM-002369,GC-002238,2026-07-18,2026-07-19,Flood/Storm Surge,Open,Y,MARISOL2026,19647.46,
CLM-002370,GC-002240,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,41663.79,
CLM-002371,GC-002228,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,12846.37,
CLM-002372,GC-002246,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,29169.17,
CLM-002373,GC-002256,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,18832.95,
CLM-002374,GC-002259,2026-07-18,2026-07-19,Wind,Closed,Y,MARISOL2026,19597.56,2026-08-11
CLM-002375,GC-002261,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,54914.59,
CLM-002376,GC-002267,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,76526.86,
CLM-002377,GC-002270,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,10111.06,
CLM-002378,GC-002271,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,17874.11,
CLM-002379,GC-002254,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,14466.08,
CLM-002380,GC-002225,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,45324.87,
CLM-002381,GC-002223,2026-07-18,2026-07-30,Wind,Open,Y,MARISOL2026,7899.52,
CLM-002382,GC-002222,2026-07-18,2026-07-19,Wind + Flood,Open,Y,MARISOL2026,21709.19,
CLM-002383,GC-002187,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,63927.37,
CLM-002384,GC-002188,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,106377.39,
CLM-002385,GC-002190,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,123893.42,
CLM-002386,GC-002192,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,1286184.51,
CLM-002387,GC-002193,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,120292.57,
CLM-002388,GC-002194,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,539595.0,
CLM-002389,GC-002197,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,21321.2,
CLM-002390,GC-002199,2026-07-18,2026-08-01,Wind + Flood,Open,Y,MARISOL2026,21472.75,
CLM-002391,GC-002201,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,112439.18,
CLM-002392,GC-002202,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,8223.41,
CLM-002393,GC-002203,2026-07-18,2026-07-27,Flood/Storm Surge,Open,Y,MARISOL2026,16686.02,
CLM-002394,GC-002208,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,272753.62,
CLM-002395,GC-002210,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,243132.74,
CLM-002396,GC-002218,2026-07-18,2026-07-30,Flood/Storm Surge,Open,Y,MARISOL2026,39057.08,
CLM-002397,GC-002221,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,43886.28,
CLM-002398,GC-002277,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,54612.44,
CLM-002399,GC-002360,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,41737.63,
CLM-002400,GC-002280,2026-07-18,2026-08-02,Wind,Open,Y,MARISOL2026,20061.97,
CLM-002401,GC-002282,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,83977.33,
CLM-002402,GC-002324,2026-07-18,2026-07-27,Wind + Flood,Open,Y,MARISOL2026,138999.32,
CLM-002403,GC-002325,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,15565.64,
CLM-002404,GC-002326,2026-07-18,2026-07-30,Flood/Storm Surge,Closed,Y,MARISOL2026,61034.21,2026-07-30
CLM-002405,GC-002331,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,201893.28,
CLM-002406,GC-002334,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,70764.8,
CLM-002407,GC-002335,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,106848.06,
CLM-002408,GC-002321,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,9712.51,
CLM-002409,GC-002337,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,115762.97,
CLM-002410,GC-002342,2026-07-18,2026-08-02,Wind,Open,Y,MARISOL2026,14162.8,
CLM-002411,GC-002344,2026-07-18,2026-07-22,Wind,Closed,Y,MARISOL2026,69261.2,2026-07-24
CLM-002412,GC-002350,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,50663.86,
CLM-002413,GC-002351,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,33983.1,
CLM-002414,GC-002354,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,52711.69,
CLM-002415,GC-002355,2026-07-18,2026-08-12,Wind,Open,Y,MARISOL2026,10726.12,
CLM-002416,GC-002339,2026-07-18,2026-07-18,Flood/Storm Surge,Open,Y,MARISOL2026,166740.0,
CLM-002417,GC-002319,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,41546.57,
CLM-002418,GC-002317,2026-07-18,2026-07-22,Wind,Closed,Y,MARISOL2026,76299.87,2026-08-07
CLM-002419,GC-002308,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,28127.96,
CLM-002420,GC-002283,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,32308.64,
CLM-002421,GC-002284,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,38630.49,
CLM-002422,GC-002285,2026-07-18,2026-07-30,Wind + Flood,Open,Y,MARISOL2026,63030.67,
CLM-002423,GC-002286,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,45215.68,
CLM-002424,GC-002287,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,43717.39,
CLM-002425,GC-002289,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,13351.68,
CLM-002426,GC-002290,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,22835.29,
CLM-002427,GC-002291,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,58581.21,
CLM-002428,GC-002292,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,24016.29,
CLM-002429,GC-002294,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,105495.6,
CLM-002430,GC-002296,2026-07-18,2026-08-03,Flood/Storm Surge,Open,Y,MARISOL2026,23441.75,
CLM-002431,GC-002297,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,18846.54,
CLM-002432,GC-002298,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,5787.99,
CLM-002433,GC-002302,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,9005.9,
CLM-002434,GC-002304,2026-07-18,2026-08-06,Wind,Open,Y,MARISOL2026,59598.11,
CLM-002435,GC-002281,2026-07-18,2026-08-05,Flood/Storm Surge,Open,Y,MARISOL2026,96000.97,
CLM-002436,GC-002549,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,5770.05,
CLM-002437,GC-002550,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,1455332.13,
CLM-002438,GC-002551,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,35809.87,
CLM-002439,GC-002790,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,36900.81,
CLM-002440,GC-002794,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,34505.78,
CLM-002441,GC-002795,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,63214.1,
CLM-002442,GC-002796,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,5618.31,
CLM-002443,GC-002798,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,46243.94,
CLM-002444,GC-002804,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,82044.15,
CLM-002445,GC-002788,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,9395.23,
CLM-002446,GC-002806,2026-07-18,2026-07-19,Flood/Storm Surge,Open,Y,MARISOL2026,110229.08,
CLM-002447,GC-002811,2026-07-18,2026-08-04,Flood/Storm Surge,Open,Y,MARISOL2026,58792.61,
CLM-002448,GC-002818,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,19998.4,
CLM-002449,GC-002828,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,87328.8,
CLM-002450,GC-002829,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,11633.2,
CLM-002451,GC-002830,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,3921.3,
CLM-002452,GC-002836,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,35783.91,
CLM-002453,GC-002809,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,30938.59,
CLM-002454,GC-002787,2026-07-18,2026-08-03,Wind,Open,Y,MARISOL2026,214430.86,
CLM-002455,GC-002786,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,10673.57,
CLM-002456,GC-002777,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,201995.95,
CLM-002457,GC-002747,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,233833.97,
CLM-002458,GC-002749,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,9361.47,
CLM-002459,GC-002752,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,21106.72,
CLM-002460,GC-002753,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,24215.98,
CLM-002461,GC-002754,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,165236.83,
CLM-002462,GC-002758,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,27250.72,
CLM-002463,GC-002759,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,16591.06,
CLM-002464,GC-002760,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,8359.29,
CLM-002465,GC-002763,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,7834.75,
CLM-002466,GC-002765,2026-07-18,2026-07-19,Wind + Flood,Open,Y,MARISOL2026,16017.89,
CLM-002467,GC-002768,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,100406.82,
CLM-002468,GC-002769,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,29528.59,
CLM-002469,GC-002773,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,25726.35,
CLM-002470,GC-002774,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,18525.12,
CLM-002471,GC-002775,2026-07-18,2026-08-05,Wind,Open,Y,MARISOL2026,3312.09,
CLM-002472,GC-002838,2026-07-18,2026-07-27,Flood/Storm Surge,Open,Y,MARISOL2026,132745.44,
CLM-002473,GC-002743,2026-07-18,2026-07-18,Flood/Storm Surge,Open,Y,MARISOL2026,19186.39,
CLM-002474,GC-002841,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,7475.13,
CLM-002475,GC-002844,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,51851.99,
CLM-002476,GC-002882,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,30939.25,
CLM-002477,GC-002883,2026-07-18,2026-07-30,Wind + Flood,Open,Y,MARISOL2026,15047.61,
CLM-002478,GC-002886,2026-07-18,2026-08-04,Flood/Storm Surge,Open,Y,MARISOL2026,105791.49,
CLM-002479,GC-002887,2026-07-18,2026-08-02,Wind,Open,Y,MARISOL2026,44450.87,
CLM-002480,GC-002888,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,127550.53,
CLM-002481,GC-002889,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,38712.08,
CLM-002482,GC-002879,2026-07-18,2026-08-10,,Open,Y,MARISOL2026,28826.95,
CLM-002483,GC-002890,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,85887.52,
CLM-002484,GC-002893,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,6241.78,
CLM-002485,GC-002894,2026-07-18,2026-08-11,Wind,Open,Y,MARISOL2026,17281.49,
CLM-002486,GC-002895,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,21360.83,
CLM-002487,GC-002897,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,28724.61,
CLM-002488,GC-002898,2026-07-18,2026-07-19,Wind + Flood,Open,Y,MARISOL2026,131767.92,
CLM-002489,GC-002901,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,49392.1,
CLM-002490,GC-002892,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,28082.83,
CLM-002491,GC-002876,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,31382.67,
CLM-002492,GC-002875,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,23574.43,
CLM-002493,GC-002873,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,29718.13,
CLM-002494,GC-002845,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,12802.73,
CLM-002495,GC-002847,2026-07-18,2026-07-18,Wind,Closed,Y,MARISOL2026,234652.94,2026-08-08
CLM-002496,GC-002851,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,17252.57,
CLM-002497,GC-002852,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,4090.29,
CLM-002498,GC-002853,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,68088.06,
CLM-002499,GC-002855,2026-07-18,2026-07-27,Wind + Flood,Open,Y,MARISOL2026,56847.87,
CLM-002500,GC-002859,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,12044.81,
CLM-002501,GC-002861,2026-07-18,2026-08-04,Flood/Storm Surge,Open,Y,MARISOL2026,192287.16,
CLM-002502,GC-002866,2026-07-18,2026-07-30,Wind,Closed,Y,MARISOL2026,71752.52,2026-08-12
CLM-002503,GC-002867,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,18803.83,
CLM-002504,GC-002868,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,25578.29,
CLM-002505,GC-002869,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,70925.82,
CLM-002506,GC-002870,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,10516.15,
CLM-002507,GC-002871,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,76641.82,
CLM-002508,GC-002872,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,76807.97,
CLM-002509,GC-002842,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,56849.49,
CLM-002510,GC-002738,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,48347.75,
CLM-002511,GC-002737,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,342352.32,
CLM-002512,GC-002723,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,81162.27,
CLM-002513,GC-002592,2026-07-18,2026-08-03,Wind,Open,Y,MARISOL2026,23563.43,
CLM-002514,GC-002596,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,19518.47,
CLM-002515,GC-002597,2026-07-18,2026-08-08,Wind,Open,Y,MARISOL2026,361095.0,
CLM-002516,GC-002603,2026-07-18,2026-07-28,Flood/Storm Surge,Open,Y,MARISOL2026,118186.03,
CLM-002517,GC-002604,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,69770.22,
CLM-002518,GC-002606,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,52667.67,
CLM-002519,GC-002589,2026-07-18,2026-07-31,Flood/Storm Surge,Open,Y,MARISOL2026,276728.88,
CLM-002520,GC-002607,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,82118.96,
CLM-002521,GC-002610,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,74115.33,
CLM-002522,GC-002612,2026-07-18,2026-07-29,Wind + Flood,Open,Y,MARISOL2026,437547.86,
CLM-002523,GC-002613,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,57193.53,
CLM-002524,GC-002614,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,21581.5,
CLM-002525,GC-002615,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,56958.16,
CLM-002526,GC-002616,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,346286.88,
CLM-002527,GC-002609,2026-07-18,2026-08-03,Wind + Flood,Open,Y,MARISOL2026,30775.62,
CLM-002528,GC-002587,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,16297.79,
CLM-002529,GC-002586,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,77384.04,
CLM-002530,GC-002585,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,207005.87,
CLM-002531,GC-002552,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,28922.49,
CLM-002532,GC-002555,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,59996.78,
CLM-002533,GC-002556,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,125490.01,
CLM-002534,GC-002557,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,1482495.0,
CLM-002535,GC-002558,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,16855.42,
CLM-002536,GC-002561,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,32209.02,
CLM-002537,GC-002563,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,16328.18,
CLM-002538,GC-002564,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,28488.65,
CLM-002539,GC-002566,2026-07-18,2026-07-20,Flood/Storm Surge,Open,Y,MARISOL2026,207518.38,
CLM-002540,GC-002573,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,62862.77,
CLM-002541,GC-002574,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,32288.0,
CLM-002542,GC-002575,2026-07-18,2026-07-19,Wind,Closed,Y,MARISOL2026,19697.61,2026-07-30
CLM-002543,GC-002580,2026-07-18,2026-07-29,Flood/Storm Surge,Open,Y,MARISOL2026,36017.68,
CLM-002544,GC-002581,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,78362.93,
CLM-002545,GC-002583,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,7968.02,
CLM-002546,GC-002621,2026-07-18,2026-08-09,Wind,Open,Y,MARISOL2026,13016.64,
CLM-002547,GC-002623,2026-07-18,2026-07-23,Wind,Closed,Y,MARISOL2026,15061.92,2026-07-31
CLM-002548,GC-002624,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,7065.86,
