claim_id,repair_category,estimated_cost,actual_cost,cost_date
CLM-001638,Exterior/Siding,4046.47,,
CLM-001638,Roof,7579.17,,
CLM-001639,Exterior/Siding,103324.32,,
CLM-001639,Roof,269360.14,,
CLM-001640,Exterior/Siding,119934.69,,
CLM-001640,Contents,183729.35,,
CLM-001641,Structural,38577.29,,
CLM-001642,Structural,4760.57,,
CLM-001642,Water Mitigation,13324.52,,
CLM-001643,Exterior/Siding,46613.8,,
CLM-001644,Water Mitigation,83214.66,,
CLM-001645,Contents,4509.16,,
CLM-001646,Exterior/Siding,31541.18,31324.18,2026-08-11
CLM-001647,Roof,25491.29,25054.58,2026-08-05
CLM-001647,Structural,33352.88,36069.68,2026-08-05
CLM-001648,Exterior/Siding,685.42,,
CLM-001648,Contents,1281.14,,
CLM-001649,Exterior/Siding,256291.77,,
CLM-001650,Structural,37273.53,,
CLM-001650,Roof,74052.98,,
CLM-001651,Structural,12818.42,,
CLM-001652,Structural,29509.12,,
CLM-001653,Contents,58337.27,,
CLM-001653,Structural,77318.09,,
CLM-001653,Roof,171932.92,,
CLM-001654,Structural,18502.09,,
CLM-001654,Water Mitigation,16943.37,,
CLM-001654,Contents,34482.62,,
CLM-001655,Roof,17517.36,,
CLM-001656,Contents,5851.29,,
CLM-001657,Roof,13605.94,,
CLM-001658,Exterior/Siding,11763.73,,
CLM-001658,Roof,21140.5,,
CLM-001659,Exterior/Siding,24774.6,,
CLM-001659,Roof,48200.3,,
CLM-001660,Contents,48055.03,,
CLM-001660,Roof,138948.11,,
CLM-001661,Structural,4758.13,,
CLM-001661,Roof,7640.47,,
CLM-001662,Water Mitigation,26867.52,,
CLM-001663,Exterior/Siding,34218.03,,
CLM-001663,Water Mitigation,75041.92,,
CLM-001664,Roof,84030.88,,
CLM-001664,Exterior/Siding,138987.21,,
CLM-001665,Water Mitigation,7142.71,,
CLM-001666,Structural,20571.63,,
CLM-001666,Water Mitigation,33364.69,,
CLM-001666,Exterior/Siding,83938.4,,
CLM-001667,Roof,56789.5,,
CLM-001668,Contents,13394.73,,
CLM-001669,Exterior/Siding,18920.07,,
CLM-001670,Exterior/Siding,92386.14,,
CLM-001671,Roof,115913.54,,
CLM-001672,Exterior/Siding,12565.41,,
CLM-001672,Water Mitigation,21556.05,,
CLM-001673,Roof,18910.06,,
CLM-001673,Exterior/Siding,43730.12,,
CLM-001674,Water Mitigation,20974.88,,
CLM-001674,Contents,44712.16,,
CLM-001675,Structural,10342.39,,
CLM-001676,Exterior/Siding,148751.32,,
CLM-001677,Roof,24865.5,,
CLM-001678,Roof,31193.75,,
CLM-001679,Structural,21091.96,,
CLM-001680,Contents,32541.19,,
CLM-001681,Water Mitigation,5978.87,,
CLM-001682,Roof,34854.69,,
CLM-001683,Exterior/Siding,5951.42,,
CLM-001683,Contents,6208.81,,
CLM-001683,Roof,16261.77,,
CLM-001684,Water Mitigation,11543.96,,
CLM-001684,Contents,13446.23,,
CLM-001684,Structural,37484.73,,
CLM-001685,Structural,7367.92,,
CLM-001685,Contents,15958.38,,
CLM-001685,Water Mitigation,31474.66,,
CLM-001686,Contents,20824.69,,
CLM-001686,Water Mitigation,35203.9,,
CLM-001687,Structural,14393.67,,
CLM-001687,Roof,28243.31,,
CLM-001688,Contents,5177.3,,
CLM-001689,Water Mitigation,18153.76,,
CLM-001690,Structural,10155.04,,
CLM-001690,Contents,20675.22,,
CLM-001691,Exterior/Siding,18588.29,,
CLM-001691,Roof,51566.91,,
CLM-001692,Contents,9587.01,,
CLM-001692,Water Mitigation,13567.79,,
CLM-001693,Water Mitigation,23136.03,,
CLM-001694,Exterior/Siding,29350.85,,
CLM-001695,Water Mitigation,61292.4,,
CLM-001695,Structural,89593.46,,
CLM-001696,Structural,34212.42,,
CLM-001697,Roof,3646.1,,
CLM-001697,Water Mitigation,9271.79,,
CLM-001697,Contents,12576.44,,
CLM-001698,Exterior/Siding,3204.56,,
CLM-001699,Exterior/Siding,192708.73,,
CLM-001699,Contents,318818.11,,
CLM-001700,Structural,37931.8,,
CLM-001700,Contents,94851.94,,
CLM-001701,Structural,273919.27,,
CLM-001701,Roof,524471.82,,
CLM-001702,Contents,31841.07,,
CLM-001703,Water Mitigation,33487.83,,
CLM-001703,Roof,69715.03,,
CLM-001703,Contents,179319.97,,
CLM-001704,Water Mitigation,9383.49,,
CLM-001704,Contents,13566.77,,
CLM-001705,Exterior/Siding,12309.41,,
CLM-001706,Exterior/Siding,350953.41,,
CLM-001706,Contents,803787.59,,
CLM-001707,Water Mitigation,27444.44,,
CLM-001708,Exterior/Siding,2212.67,,
CLM-001709,Exterior/Siding,36297.53,,
CLM-001710,Structural,2880.85,,
CLM-001710,Roof,6754.29,,
CLM-001711,Exterior/Siding,84864.14,,
CLM-001712,Structural,12025.85,,
CLM-001713,Exterior/Siding,962.83,,
CLM-001713,Water Mitigation,2855.88,,
CLM-001714,Water Mitigation,12360.84,,
CLM-001714,Contents,19489.02,,
CLM-001714,Exterior/Siding,56189.99,,
CLM-001715,Roof,9471.74,,
CLM-001716,Exterior/Siding,29041.87,,
CLM-001717,Exterior/Siding,194170.69,,
CLM-001718,Contents,146592.44,,
CLM-001719,Water Mitigation,19848.11,,
CLM-001720,Exterior/Siding,39026.45,,
CLM-001720,Roof,69815.18,,
CLM-001720,Structural,92767.01,,
CLM-001721,Water Mitigation,10305.54,,
CLM-001722,Water Mitigation,110767.17,,
CLM-001723,Water Mitigation,13834.34,,
CLM-001723,Exterior/Siding,26401.61,,
CLM-001724,Structural,14982.87,,
CLM-001725,Contents,29940.41,,
CLM-001726,Exterior/Siding,61718.11,,
CLM-001726,Roof,159366.34,,
CLM-001727,Contents,18207.89,,
CLM-001728,Contents,442104.36,,
CLM-001728,Structural,1022094.97,,
CLM-001729,Exterior/Siding,6550.65,,
CLM-001729,Roof,8571.2,,
CLM-001729,Structural,30539.75,,
CLM-001730,Structural,30831.86,31247.58,2026-07-31
CLM-001730,Water Mitigation,50633.96,49822.26,2026-07-31
CLM-001730,Roof,97442.79,91498.84,2026-07-31
CLM-001731,Roof,1914.72,,
CLM-001731,Water Mitigation,4001.86,,
CLM-001731,Contents,9068.98,,
CLM-001732,Contents,20407.12,,
CLM-001732,Exterior/Siding,38425.88,,
CLM-001733,Contents,180296.49,,
CLM-001734,Contents,4566.02,,
CLM-001734,Exterior/Siding,10888.16,,
CLM-001735,Structural,37739.99,,
CLM-001736,Roof,2592.13,,
CLM-001736,Contents,4289.92,,
CLM-001737,Exterior/Siding,54162.64,,
CLM-001737,Structural,116101.47,,
CLM-001738,Contents,75316.33,,
CLM-001739,Roof,14318.16,,
CLM-001740,Water Mitigation,8843.9,,
CLM-001740,Exterior/Siding,19547.5,,
CLM-001741,Structural,59603.84,,
CLM-001741,Exterior/Siding,111105.66,,
CLM-001742,Structural,52526.12,,
CLM-001743,Structural,9064.78,,
CLM-001743,Roof,27041.53,,
CLM-001744,Exterior/Siding,7400.45,,
CLM-001744,Roof,14604.05,,
CLM-001744,Contents,26195.29,,
CLM-001745,Contents,21668.59,,
CLM-001746,Structural,2579.2,,
CLM-001746,Exterior/Siding,8562.13,,
CLM-001747,Roof,198157.84,,
CLM-001748,Exterior/Siding,55687.68,,
CLM-001749,Structural,19020.97,,
CLM-001749,Exterior/Siding,49235.57,,
CLM-001750,Roof,8725.3,,
CLM-001750,Structural,15525.89,,
CLM-001751,Structural,15893.09,,
CLM-001752,Contents,37634.14,,
CLM-001753,Roof,13759.6,,
CLM-001753,Contents,20837.65,,
CLM-001754,Contents,28026.3,,
CLM-001754,Structural,29466.1,,
CLM-001754,Roof,64630.18,,
CLM-001755,Water Mitigation,20177.89,,
CLM-001756,Roof,14295.8,,
CLM-001757,Roof,1165903.43,,
CLM-001758,Water Mitigation,40970.27,,
CLM-001759,Water Mitigation,52984.66,,
CLM-001760,Structural,32236.52,,
CLM-001760,Roof,75526.03,,
CLM-001760,Contents,99829.8,,
CLM-001761,Water Mitigation,56444.08,,
CLM-001762,Structural,19532.83,,
CLM-001762,Exterior/Siding,29187.79,,
CLM-001763,Exterior/Siding,13021.79,,
CLM-001764,Roof,63772.06,,
CLM-001764,Structural,168394.04,,
CLM-001765,Water Mitigation,20978.52,,
CLM-001766,Roof,35426.27,,
CLM-001767,Exterior/Siding,85726.68,,
CLM-001768,Contents,3009.67,,
CLM-001768,Roof,6030.71,,
CLM-001769,Structural,34597.47,,
CLM-001769,Contents,81212.21,,
CLM-001770,Roof,5759.86,,
CLM-001770,Contents,7220.42,,
CLM-001770,Structural,12272.83,,
CLM-001771,Exterior/Siding,130161.47,,
CLM-001772,Water Mitigation,46432.6,,
CLM-001773,Structural,796014.91,,
CLM-001774,Exterior/Siding,52091.59,,
CLM-001774,Contents,107884.45,,
CLM-001775,Water Mitigation,3675.55,,
CLM-001775,Roof,5866.66,,
CLM-001776,Water Mitigation,3465.71,,
CLM-001776,Exterior/Siding,5518.34,,
CLM-001777,Structural,36742.79,34785.12,2026-07-31
CLM-001778,Contents,29290.24,,
CLM-001779,Contents,10548.36,,
CLM-001779,Exterior/Siding,23037.02,,
CLM-001780,Structural,5030.13,,
CLM-001780,Roof,11329.97,,
CLM-001780,Exterior/Siding,18362.59,,
CLM-001781,Roof,25902.28,,
CLM-001782,Exterior/Siding,19050.84,17945.63,2026-07-25
CLM-001783,Roof,523139.6,,
CLM-001784,Contents,5840.54,,
CLM-001784,Water Mitigation,8108.67,,
CLM-001784,Exterior/Siding,25291.6,,
CLM-001785,Exterior/Siding,3842.18,,
CLM-001785,Structural,6429.21,,
CLM-001786,Structural,40055.85,,
CLM-001787,Water Mitigation,5504.4,,
CLM-001788,Water Mitigation,10569.95,,
CLM-001788,Structural,32367.54,,
CLM-001789,Contents,39200.87,,
CLM-001790,Roof,3773.75,,
CLM-001790,Contents,5928.94,,
CLM-001790,Water Mitigation,15036.38,,
CLM-001791,Exterior/Siding,8610.51,,
CLM-001791,Water Mitigation,18201.67,,
CLM-001792,Exterior/Siding,8433.21,,
CLM-001792,Roof,20777.78,,
CLM-001793,Water Mitigation,44721.4,,
CLM-001793,Contents,125528.11,,
CLM-001794,Roof,118358.58,,
CLM-001795,Roof,3350.78,,
CLM-001795,Structural,5653.74,,
CLM-001796,Exterior/Siding,27488.8,,
CLM-001797,Exterior/Siding,13020.95,,
CLM-001798,Structural,194822.17,,
CLM-001799,Roof,15803.95,,
CLM-001799,Structural,17098.57,,
CLM-001799,Water Mitigation,34989.4,,
CLM-001800,Structural,14433.41,,
CLM-001800,Water Mitigation,30861.57,,
CLM-001801,Contents,44935.53,,
CLM-001802,Water Mitigation,7588.79,,
CLM-001802,Exterior/Siding,21312.13,,
CLM-001803,Roof,12405.69,,
CLM-001804,Water Mitigation,6147.82,,
CLM-001804,Roof,11160.68,,
CLM-001805,Roof,38958.52,,
CLM-001805,Water Mitigation,96613.93,,
CLM-001806,Structural,10530.03,,
CLM-001806,Water Mitigation,22667.29,,
CLM-001807,Structural,6793.07,,
CLM-001807,Contents,9705.23,,
CLM-001807,Exterior/Siding,27106.75,,
CLM-001808,Roof,143698.48,,
CLM-001808,Contents,282915.88,,
CLM-001809,Water Mitigation,81187.43,,
CLM-001809,Roof,134711.56,,
CLM-001810,Roof,40823.36,,
CLM-001811,Exterior/Siding,7003.27,,
CLM-001811,Structural,16207.88,,
CLM-001812,Water Mitigation,29556.47,,
CLM-001812,Contents,85323.0,,
CLM-001813,Roof,102609.96,,
CLM-001813,Water Mitigation,207870.81,,
CLM-001814,Roof,134153.02,,
CLM-001814,Contents,181450.96,,
CLM-001814,Structural,286498.57,,
CLM-001815,Structural,4269.54,,
CLM-001815,Water Mitigation,4621.56,,
CLM-001815,Roof,16808.12,,
CLM-001816,Contents,32846.33,,
CLM-001817,Exterior/Siding,9942.98,,
CLM-001817,Contents,20586.74,,
CLM-001818,Roof,19888.65,,
CLM-001818,Structural,39885.41,,
CLM-001819,Contents,47522.36,,
CLM-001820,Roof,1225659.51,,
CLM-001821,Structural,28505.16,,
CLM-001821,Contents,47265.73,,
CLM-001822,Structural,25305.01,,
CLM-001823,Water Mitigation,18237.9,20349.78,2026-07-23
CLM-001823,Exterior/Siding,32304.07,30752.95,2026-07-23
CLM-001824,Exterior/Siding,36627.91,,
CLM-001825,Water Mitigation,22520.28,,
CLM-001825,Structural,46545.27,,
CLM-001826,Contents,61040.24,,
CLM-001827,Structural,294846.9,,
CLM-001828,Exterior/Siding,62752.01,,
CLM-001828,Water Mitigation,141629.15,,
CLM-001829,Structural,5534.72,,
CLM-001829,Water Mitigation,8432.47,,
CLM-001830,Water Mitigation,14450.74,,
CLM-001830,Roof,28938.56,,
CLM-001831,Contents,165907.91,,
CLM-001831,Structural,348962.1,,
CLM-001832,Exterior/Siding,24003.08,,
CLM-001833,Water Mitigation,3595.76,,
CLM-001834,Water Mitigation,10010.64,,
CLM-001835,Contents,163579.76,,
CLM-001836,Structural,1327.96,,
CLM-001836,Exterior/Siding,2517.79,,
CLM-001837,Structural,3542.99,,
CLM-001837,Contents,6918.89,,
CLM-001838,Water Mitigation,23574.75,,
CLM-001839,Structural,6505.77,,
CLM-001839,Water Mitigation,7735.1,,
CLM-001839,Contents,15736.04,,
CLM-001840,Contents,3647.96,,
CLM-001840,Water Mitigation,4839.31,,
CLM-001840,Exterior/Siding,12119.44,,
CLM-001841,Exterior/Siding,601892.84,,
CLM-001842,Structural,23203.47,,
CLM-001842,Roof,51822.13,,
CLM-001843,Exterior/Siding,23262.78,,
CLM-001844,Structural,12406.56,,
CLM-001844,Water Mitigation,29253.88,,
CLM-001845,Water Mitigation,100500.0,,
CLM-001846,Contents,19714.27,,
CLM-001846,Exterior/Siding,30121.94,,
CLM-001846,Structural,60523.4,,
CLM-001847,Water Mitigation,12262.89,,
CLM-001847,Roof,14948.32,,
CLM-001848,Exterior/Siding,196489.09,,
CLM-001848,Water Mitigation,263825.35,,
CLM-001849,Water Mitigation,50318.9,,
CLM-001849,Roof,106557.28,,
CLM-001850,Structural,28327.14,,
CLM-001850,Exterior/Siding,63310.07,,
CLM-001851,Contents,63285.43,,
CLM-001852,Contents,1117664.58,,
CLM-001853,Roof,36811.68,,
CLM-001854,Contents,48819.36,,
CLM-001855,Structural,40336.5,,
CLM-001855,Contents,38632.35,,
CLM-001855,Water Mitigation,93914.16,,
CLM-001856,Exterior/Siding,293571.54,,
CLM-001857,Water Mitigation,37506.77,,
CLM-001858,Water Mitigation,301989.44,,
CLM-001859,Structural,57155.89,,
CLM-001859,Exterior/Siding,69405.2,,
CLM-001859,Roof,147923.85,,
CLM-001860,Contents,27335.48,,
CLM-001861,Structural,123478.01,,
CLM-001862,Roof,28407.34,,
CLM-001862,Exterior/Siding,58367.94,,
CLM-001863,Roof,22387.58,,
CLM-001863,Structural,31938.47,,
CLM-001863,Water Mitigation,47077.96,,
CLM-001864,Water Mitigation,77544.17,,
CLM-001865,Contents,6628.89,,
CLM-001866,Roof,7617.52,,
CLM-001867,Contents,24154.46,,
CLM-001868,Contents,29774.9,,
CLM-001868,Water Mitigation,54276.88,,
CLM-001869,Roof,29922.55,,
CLM-001870,Water Mitigation,89509.79,,
CLM-001870,Structural,105022.69,,
CLM-001870,Roof,250393.18,,
CLM-001871,Structural,154483.29,,
CLM-001872,Roof,16036.51,,
CLM-001872,Water Mitigation,42393.41,,
CLM-001873,Structural,110857.62,,
CLM-001873,Exterior/Siding,318705.75,,
CLM-001874,Exterior/Siding,22957.48,25989.12,2026-08-07
CLM-001875,Roof,16700.83,,
CLM-001875,Contents,30153.75,,
CLM-001876,Exterior/Siding,7566.97,,
CLM-001876,Structural,22314.34,,
CLM-001877,Exterior/Siding,12315.76,,
CLM-001877,Contents,16374.76,,
CLM-001878,Structural,11818.56,,
CLM-001879,Exterior/Siding,30266.82,34959.26,2026-07-29
CLM-001880,Structural,30905.67,,
CLM-001881,Water Mitigation,8730.53,,
CLM-001882,Contents,271760.37,,
CLM-001883,Water Mitigation,45008.6,,
CLM-001883,Roof,72902.9,,
CLM-001884,Structural,28912.61,,
CLM-001885,Roof,76265.75,,
CLM-001885,Contents,150841.74,,
CLM-001886,Structural,109088.36,,
CLM-001887,Structural,11015.63,,
CLM-001887,Water Mitigation,28235.09,,
CLM-001888,Exterior/Siding,13660.52,,
CLM-001888,Structural,29836.27,,
CLM-001889,Contents,128258.38,144832.28,2026-08-15
CLM-001890,Water Mitigation,70032.24,,
CLM-001891,Structural,6777.5,,
CLM-001891,Roof,12081.18,,
CLM-001891,Water Mitigation,18132.05,,
CLM-001892,Exterior/Siding,30525.7,,
CLM-001892,Roof,64106.3,,
CLM-001893,Structural,3828.93,,
CLM-001893,Water Mitigation,4049.25,,
CLM-001893,Roof,11009.12,,
CLM-001894,Structural,1250.42,,
CLM-001894,Roof,3031.78,,
CLM-001895,Roof,61973.52,,
CLM-001895,Water Mitigation,116859.55,,
CLM-001896,Exterior/Siding,131573.86,,
CLM-001897,Roof,6208.77,,
CLM-001898,Contents,11374.33,,
CLM-001898,Structural,23592.17,,
CLM-001898,Exterior/Siding,41092.1,,
CLM-001899,Contents,30863.22,34900.6,2026-08-08
CLM-001900,Structural,5323.43,,
CLM-001900,Contents,9183.22,,
CLM-001901,Structural,21957.4,,
CLM-001902,Exterior/Siding,131031.43,118207.69,2026-08-12
CLM-001903,Contents,13499.31,,
CLM-001903,Roof,26970.65,,
CLM-001904,Roof,4922.04,,
CLM-001904,Contents,9935.49,,
CLM-001904,Water Mitigation,15608.56,,
CLM-001905,Water Mitigation,43994.51,,
CLM-001905,Exterior/Siding,83355.68,,
CLM-001906,Exterior/Siding,10788.14,,
CLM-001906,Structural,18347.44,,
CLM-001907,Exterior/Siding,25746.46,,
CLM-001908,Roof,19195.91,,
CLM-001908,Structural,35612.97,,
CLM-001909,Structural,39479.0,,
CLM-001909,Roof,87985.48,,
CLM-001910,Water Mitigation,9268.22,,
CLM-001910,Exterior/Siding,15976.54,,
CLM-001911,Roof,50186.06,,
CLM-001912,Structural,12043.88,,
CLM-001912,Roof,32783.09,,
CLM-001912,Contents,43462.6,,
CLM-001913,Structural,11546.24,,
CLM-001913,Roof,21689.38,,
CLM-001913,Water Mitigation,41325.91,,
CLM-001914,Structural,1740.56,,
CLM-001914,Water Mitigation,2225.99,,
CLM-001915,Contents,6237.9,,
CLM-001915,Exterior/Siding,13173.4,,
CLM-001915,Roof,24400.04,,
CLM-001916,Exterior/Siding,50767.42,,
CLM-001917,Contents,203903.01,,
CLM-001917,Structural,542954.78,,
CLM-001918,Exterior/Siding,32882.83,,
CLM-001918,Water Mitigation,58142.99,,
CLM-001919,Water Mitigation,25908.86,,
CLM-001920,Roof,24076.9,,
CLM-001921,Contents,21189.47,,
CLM-001922,Exterior/Siding,27213.07,,
CLM-001922,Water Mitigation,36146.6,,
CLM-001922,Contents,84045.87,,
CLM-001923,Exterior/Siding,3611.13,,
CLM-001923,Roof,8642.82,,
CLM-001923,Contents,13911.57,,
CLM-001924,Contents,162181.74,,
CLM-001924,Roof,251514.94,,
CLM-001925,Roof,13101.97,,
CLM-001926,Water Mitigation,6398.36,,
CLM-001926,Exterior/Siding,7502.82,,
CLM-001927,Exterior/Siding,10853.41,,
CLM-001927,Structural,19168.57,,
CLM-001928,Contents,163781.85,,
CLM-001929,Water Mitigation,182019.66,,
CLM-001929,Structural,419941.38,,
CLM-001930,Structural,27771.8,,
CLM-001930,Water Mitigation,33842.11,,
CLM-001931,Exterior/Siding,36106.88,,
CLM-001931,Structural,47360.74,,
CLM-001932,Exterior/Siding,12961.95,,
CLM-001933,Water Mitigation,1374.57,,
CLM-001933,Structural,2315.86,,
CLM-001933,Contents,3949.65,,
CLM-001934,Structural,25164.09,,
CLM-001934,Contents,43057.08,,
CLM-001934,Water Mitigation,77013.05,,
CLM-001935,Water Mitigation,18061.45,,
CLM-001935,Contents,20512.76,,
CLM-001935,Exterior/Siding,63759.99,,
CLM-001936,Roof,16987.42,18617.29,2026-07-28
CLM-001936,Contents,24970.76,23864.57,2026-07-28
CLM-001936,Exterior/Siding,49151.56,55603.68,2026-07-28
CLM-001937,Contents,1229699.35,,
CLM-001937,Water Mitigation,3263194.33,,
CLM-001938,Contents,53643.48,,
CLM-001938,Structural,69563.71,,
CLM-001938,Water Mitigation,127944.33,,
CLM-001939,Contents,153345.56,,
CLM-001940,Structural,315309.95,,
CLM-001940,Water Mitigation,643528.62,,
CLM-001941,Water Mitigation,41672.76,,
CLM-001942,Structural,22226.89,,
CLM-001942,Roof,51769.79,,
CLM-001943,Contents,13524.37,,
CLM-001944,Exterior/Siding,18873.49,,
CLM-001945,Structural,26008.93,,
CLM-001945,Exterior/Siding,37148.46,,
CLM-001946,Water Mitigation,227480.22,,
CLM-001946,Structural,528104.45,,
CLM-001947,Contents,515087.06,,
CLM-001947,Exterior/Siding,919124.77,,
CLM-001947,Structural,1892133.73,,
CLM-001948,Exterior/Siding,177479.56,,
CLM-001948,Roof,411804.3,,
CLM-001949,Exterior/Siding,80378.22,,
CLM-001950,Contents,350990.8,,
CLM-001951,Contents,42633.46,,
CLM-001952,Structural,40829.72,,
CLM-001953,Exterior/Siding,5222.6,,
CLM-001953,Roof,8164.45,,
CLM-001953,Water Mitigation,11766.28,,
CLM-001954,Structural,155215.99,160770.11,2026-08-14
CLM-001955,Structural,86322.88,,
CLM-001955,Exterior/Siding,112859.72,,
CLM-001956,Roof,18594.36,,
CLM-001957,Roof,16336.07,,
CLM-001958,Structural,44395.55,,
CLM-001959,Water Mitigation,23792.56,,
CLM-001959,Roof,33754.89,,
CLM-001960,Exterior/Siding,6572.11,,
CLM-001960,Roof,8260.62,,
CLM-001960,Contents,15931.32,,
CLM-001961,Structural,70929.08,,
CLM-001962,Exterior/Siding,87263.88,,
CLM-001963,Water Mitigation,138949.58,,
CLM-001964,Contents,53619.73,,
CLM-001964,Roof,62160.53,,
CLM-001964,Exterior/Siding,150550.7,,
CLM-001965,Water Mitigation,36542.59,33199.58,2026-08-04
CLM-001965,Roof,42545.14,46912.56,2026-08-04
CLM-001965,Contents,100978.72,92575.85,2026-08-04
CLM-001966,Water Mitigation,25431.09,,
CLM-001966,Contents,51227.0,,
CLM-001966,Roof,96818.42,,
CLM-001967,Structural,38697.55,,
CLM-001967,Contents,38235.61,,
CLM-001967,Exterior/Siding,97603.24,,
CLM-001968,Exterior/Siding,17281.23,,
CLM-001969,Roof,65770.15,,
CLM-001970,Roof,15672.21,,
CLM-001971,Structural,38701.84,,
CLM-001971,Contents,86216.55,,
CLM-001972,Contents,476766.07,,
CLM-001973,Contents,18417.37,,
CLM-001973,Exterior/Siding,50147.74,,
CLM-001974,Roof,30218.64,,
CLM-001975,Exterior/Siding,18632.1,,
CLM-001976,Exterior/Siding,30660.47,,
CLM-001976,Structural,75938.23,,
CLM-001976,Contents,131668.68,,
CLM-001977,Roof,310184.93,,
CLM-001978,Water Mitigation,13082.5,,
CLM-001979,Contents,9079.08,,
CLM-001979,Water Mitigation,20111.3,,
CLM-001980,Structural,8908.64,,
CLM-001980,Water Mitigation,19620.15,,
CLM-001981,Roof,25652.42,,
CLM-001981,Structural,39517.83,,
CLM-001982,Water Mitigation,30269.52,,
CLM-001983,Roof,285475.83,,
CLM-001983,Contents,479866.69,,
CLM-001984,Structural,28694.65,,
CLM-001985,Contents,19757.65,,
CLM-001985,Water Mitigation,30075.27,,
CLM-001985,Roof,62858.51,,
CLM-001986,Contents,17977.53,,
CLM-001986,Exterior/Siding,38803.93,,
CLM-001987,Roof,34992.89,,
CLM-001988,Water Mitigation,21655.4,,
CLM-001989,Structural,115803.14,,
CLM-001990,Roof,5557.92,,
CLM-001990,Exterior/Siding,6672.08,,
CLM-001990,Water Mitigation,18881.22,,
CLM-001991,Water Mitigation,2607.14,,
CLM-001991,Exterior/Siding,5068.93,,
CLM-001991,Structural,6800.62,,
CLM-001992,Roof,153872.15,,
CLM-001992,Structural,263954.48,,
CLM-001992,Water Mitigation,628010.48,,
CLM-001993,Structural,37961.77,,
CLM-001993,Roof,96982.78,,
CLM-001994,Exterior/Siding,24837.0,,
CLM-001995,Contents,3352.7,,
CLM-001995,Exterior/Siding,4820.17,,
CLM-001996,Water Mitigation,66489.23,,
CLM-001996,Roof,171488.78,,
CLM-001997,Structural,29001.14,,
CLM-001998,Water Mitigation,25495.05,,
CLM-001999,Water Mitigation,53017.64,,
CLM-002000,Exterior/Siding,7084.02,,
CLM-002000,Roof,6932.07,,
CLM-002000,Contents,20292.23,,
CLM-002001,Contents,7796.18,,
CLM-002002,Exterior/Siding,124444.42,,
CLM-002003,Water Mitigation,15655.89,,
CLM-002003,Roof,31281.39,,
CLM-002004,Contents,17493.22,,
CLM-002004,Exterior/Siding,41003.71,,
CLM-002005,Roof,9105.71,,
CLM-002006,Roof,7611.63,,
CLM-002007,Water Mitigation,203011.7,,
CLM-002008,Structural,2568.33,,
CLM-002008,Water Mitigation,6611.13,,
CLM-002009,Contents,8472.77,,
CLM-002009,Water Mitigation,20277.92,,
CLM-002009,Roof,32403.66,,
CLM-002010,Structural,39701.57,,
CLM-002010,Water Mitigation,50852.77,,
CLM-002010,Roof,109210.36,,
CLM-002011,Contents,12694.15,,
CLM-002011,Structural,26134.78,,
CLM-002012,Structural,64176.21,,
CLM-002013,Water Mitigation,10490.23,,
CLM-002013,Exterior/Siding,21851.13,,
CLM-002014,Roof,18962.94,,
CLM-002014,Contents,29167.43,,
CLM-002015,Structural,66367.37,,
CLM-002015,Water Mitigation,151463.45,,
CLM-002016,Structural,64350.88,,
CLM-002017,Roof,249855.36,,
CLM-002018,Contents,38434.86,,
CLM-002019,Contents,5149.76,,
CLM-002019,Roof,12003.01,,
CLM-002020,Structural,118962.59,,
CLM-002021,Water Mitigation,37697.22,,
CLM-002022,Exterior/Siding,404139.68,,
CLM-002023,Exterior/Siding,49228.81,,
CLM-002023,Structural,54984.14,,
CLM-002023,Water Mitigation,140580.26,,
CLM-002024,Contents,610490.4,,
CLM-002025,Water Mitigation,79917.16,,
CLM-002025,Exterior/Siding,180318.9,,
CLM-002026,Structural,18188.8,,
CLM-002026,Roof,24457.6,,
CLM-002026,Exterior/Siding,50987.37,,
CLM-002027,Water Mitigation,17481.61,,
CLM-002028,Exterior/Siding,79165.36,,
CLM-002029,Roof,29095.9,,
CLM-002029,Exterior/Siding,36522.96,,
CLM-002029,Water Mitigation,61159.46,,
CLM-002030,Structural,21457.03,,
CLM-002030,Contents,45030.77,,
CLM-002031,Water Mitigation,4148.55,,
CLM-002031,Exterior/Siding,8578.01,,
CLM-002032,Water Mitigation,12109.88,,
CLM-002033,Structural,24647.92,,
CLM-002034,Roof,2797.1,,
CLM-002034,Exterior/Siding,2463.4,,
CLM-002034,Water Mitigation,6019.86,,
CLM-002035,Contents,5037.25,,
CLM-002035,Roof,18058.02,,
CLM-002036,Exterior/Siding,136118.21,,
CLM-002037,Exterior/Siding,364145.13,,
CLM-002038,Structural,6969.89,,
CLM-002038,Exterior/Siding,8291.38,,
CLM-002038,Water Mitigation,18422.44,,
CLM-002039,Roof,16518.23,,
CLM-002040,Exterior/Siding,4433.54,,
CLM-002041,Contents,20942.91,,
CLM-002042,Contents,42725.96,,
CLM-002043,Contents,262944.83,,
CLM-002043,Water Mitigation,347601.52,,
CLM-002044,Water Mitigation,3202.91,,
CLM-002045,Contents,32593.27,,
CLM-002045,Roof,62707.26,,
CLM-002046,Exterior/Siding,152401.44,,
CLM-002047,Water Mitigation,16394.98,,
CLM-002047,Contents,46136.62,,
CLM-002048,Exterior/Siding,229412.3,,
CLM-002049,Water Mitigation,28108.5,,
CLM-002049,Contents,37907.31,,
CLM-002049,Structural,83524.94,,
CLM-002050,Water Mitigation,11130.92,,
CLM-002051,Exterior/Siding,3348.8,,
